"","year","species_group_code","species_group_name","species_name","retained_or_discarded","agency_gear_code","conf_flag","catch_mt","matched_name","node"
"3326",2005,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","POT",0,0.034,"Pacific ocean perch","43"
"3327",2005,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","PTR",0,2.568,"Pacific ocean perch","43"
"3328",2005,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","HAL",0,13.39,"Pacific ocean perch","43"
"3329",2005,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","NPT",0,9325.299,"Pacific ocean perch","43"
"3331",2005,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","PTR",0,449.547,"Pacific ocean perch","43"
"3394",2005,"SABL","Sablefish","sablefish (blackcod)","D","HAL",0,147.003,"Sablefish","49"
"3395",2005,"SABL","Sablefish","sablefish (blackcod)","D","NPT",0,180.344,"Sablefish","49"
"3396",2005,"SABL","Sablefish","sablefish (blackcod)","D","POT",0,5.151,"Sablefish","49"
"3397",2005,"SABL","Sablefish","sablefish (blackcod)","D","PTR",0,0.342,"Sablefish","49"
"3398",2005,"SABL","Sablefish","sablefish (blackcod)","R","HAL",0,7374.566,"Sablefish","49"
"3399",2005,"SABL","Sablefish","sablefish (blackcod)","R","NPT",0,909.555,"Sablefish","49"
"3401",2005,"SABL","Sablefish","sablefish (blackcod)","R","PTR",0,18.429,"Sablefish","49"
"3458",2006,"AMCK","Atka Mackerel","greenling, atka mackerel","D","HAL",0,4.059,"Atka mackerel","57"
"3459",2006,"AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,368.27,"Atka mackerel","57"
"3460",2006,"AMCK","Atka Mackerel","greenling, atka mackerel","D","POT",0,7.972,"Atka mackerel","57"
"3461",2006,"AMCK","Atka Mackerel","greenling, atka mackerel","D","PTR",0,0.549,"Atka mackerel","57"
"3463",2006,"AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,482.718,"Atka mackerel","57"
"3465",2006,"AMCK","Atka Mackerel","greenling, atka mackerel","R","PTR",0,14.58,"Atka mackerel","57"
"3466",2006,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,312.088,"Arrowtooth flounder","35"
"3467",2006,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,10956.161,"Arrowtooth flounder","35"
"3468",2006,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","POT",0,7.721,"Arrowtooth flounder","35"
"3469",2006,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","PTR",0,323.002,"Arrowtooth flounder","35"
"3470",2006,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","HAL",0,92.466,"Arrowtooth flounder","35"
"3472",2006,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,14071.674,"Arrowtooth flounder","35"
"3473",2006,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","POT",0,1.652,"Arrowtooth flounder","35"
"3474",2006,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","PTR",0,1857.935,"Arrowtooth flounder","35"
"3495",2006,"FSOL","Flathead Sole","sole, flathead","D","HAL",0,6.338,"Flathead sole","39"
"3496",2006,"FSOL","Flathead Sole","sole, flathead","D","NPT",0,263.596,"Flathead sole","39"
"3498",2006,"FSOL","Flathead Sole","sole, flathead","D","PTR",0,10.168,"Flathead sole","39"
"3499",2006,"FSOL","Flathead Sole","sole, flathead","R","HAL",0,0.208,"Flathead sole","39"
"3500",2006,"FSOL","Flathead Sole","sole, flathead","R","NPT",0,2346.47,"Flathead sole","39"
"3502",2006,"FSOL","Flathead Sole","sole, flathead","R","PTR",0,456.806,"Flathead sole","39"
"3564",2006,"PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,178.655,"Pacific cod","51"
"3566",2006,"PCOD","Pacific Cod","cod, Pacific (gray)","D","NPT",0,1400.091,"Pacific cod","51"
"3567",2006,"PCOD","Pacific Cod","cod, Pacific (gray)","D","POT",0,226.517,"Pacific cod","51"
"3568",2006,"PCOD","Pacific Cod","cod, Pacific (gray)","D","PTR",0,4.691,"Pacific cod","51"
"3569",2006,"PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,10003.037,"Pacific cod","51"
"3570",2006,"PCOD","Pacific Cod","cod, Pacific (gray)","R","JIG",0,779.577,"Pacific cod","51"
"3571",2006,"PCOD","Pacific Cod","cod, Pacific (gray)","R","NPT",0,11047.955,"Pacific cod","51"
"3572",2006,"PCOD","Pacific Cod","cod, Pacific (gray)","R","POT",0,23448.073,"Pacific cod","51"
"3573",2006,"PCOD","Pacific Cod","cod, Pacific (gray)","R","PTR",0,678.484,"Pacific cod","51"
"3589",2006,"PLCK","Pollock","pollock, walleye","D","HAL",0,17.921,"Walleye pollock","53"
"3590",2006,"PLCK","Pollock","pollock, walleye","D","NPT",0,388.188,"Walleye pollock","53"
"3591",2006,"PLCK","Pollock","pollock, walleye","D","POT",0,5.884,"Walleye pollock","53"
"3592",2006,"PLCK","Pollock","pollock, walleye","D","PTR",0,1491.768,"Walleye pollock","53"
"3593",2006,"PLCK","Pollock","pollock, walleye","R","HAL",0,82.361,"Walleye pollock","53"
"3594",2006,"PLCK","Pollock","pollock, walleye","R","JIG",0,1.407,"Walleye pollock","53"
"3595",2006,"PLCK","Pollock","pollock, walleye","R","NPT",0,3280.724,"Walleye pollock","53"
"3596",2006,"PLCK","Pollock","pollock, walleye","R","POT",0,12.154,"Walleye pollock","53"
"3597",2006,"PLCK","Pollock","pollock, walleye","R","PTR",0,63647.901,"Walleye pollock","53"
"3599",2006,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","NPT",0,1013.064,"Pacific ocean perch","43"
"3600",2006,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","POT",0,0.07,"Pacific ocean perch","43"
"3601",2006,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","PTR",0,32.183,"Pacific ocean perch","43"
"3602",2006,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","HAL",0,1.169,"Pacific ocean perch","43"
"3603",2006,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","NPT",0,9757.095,"Pacific ocean perch","43"
"3605",2006,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","PTR",0,1532.189,"Pacific ocean perch","43"
"3670",2006,"SABL","Sablefish","sablefish (blackcod)","D","HAL",0,155.071,"Sablefish","49"
"3671",2006,"SABL","Sablefish","sablefish (blackcod)","D","NPT",0,264.883,"Sablefish","49"
"3672",2006,"SABL","Sablefish","sablefish (blackcod)","D","POT",0,4.093,"Sablefish","49"
"3673",2006,"SABL","Sablefish","sablefish (blackcod)","D","PTR",0,0.866,"Sablefish","49"
"3674",2006,"SABL","Sablefish","sablefish (blackcod)","R","HAL",0,6929.873,"Sablefish","49"
"3675",2006,"SABL","Sablefish","sablefish (blackcod)","R","NPT",0,631.171,"Sablefish","49"
"3676",2006,"SABL","Sablefish","sablefish (blackcod)","R","PTR",0,85.456,"Sablefish","49"
"3736",2007,"AMCK","Atka Mackerel","greenling, atka mackerel","D","HAL",0,0.676,"Atka mackerel","57"
"3737",2007,"AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,387.933,"Atka mackerel","57"
"3738",2007,"AMCK","Atka Mackerel","greenling, atka mackerel","D","POT",0,5.769,"Atka mackerel","57"
"3739",2007,"AMCK","Atka Mackerel","greenling, atka mackerel","D","PTR",0,172.474,"Atka mackerel","57"
"3740",2007,"AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,865.013,"Atka mackerel","57"
"3742",2007,"AMCK","Atka Mackerel","greenling, atka mackerel","R","PTR",0,30.221,"Atka mackerel","57"
"3743",2007,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,402.984,"Arrowtooth flounder","35"
"3744",2007,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,9586.073,"Arrowtooth flounder","35"
"3745",2007,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","POT",0,13.659,"Arrowtooth flounder","35"
"3746",2007,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","PTR",0,240.768,"Arrowtooth flounder","35"
"3747",2007,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","HAL",0,60.483,"Arrowtooth flounder","35"
"3749",2007,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,13758.319,"Arrowtooth flounder","35"
"3751",2007,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","PTR",0,1284.701,"Arrowtooth flounder","35"
"3770",2007,"FSOL","Flathead Sole","sole, flathead","D","HAL",0,4.979,"Flathead sole","39"
"3771",2007,"FSOL","Flathead Sole","sole, flathead","D","NPT",0,213.2,"Flathead sole","39"
"3772",2007,"FSOL","Flathead Sole","sole, flathead","D","PTR",0,14.728,"Flathead sole","39"
"3773",2007,"FSOL","Flathead Sole","sole, flathead","R","NPT",0,2523.268,"Flathead sole","39"
"3775",2007,"FSOL","Flathead Sole","sole, flathead","R","PTR",0,308.857,"Flathead sole","39"
"3840",2007,"PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,208.664,"Pacific cod","51"
"3842",2007,"PCOD","Pacific Cod","cod, Pacific (gray)","D","NPT",0,1110.441,"Pacific cod","51"
"3843",2007,"PCOD","Pacific Cod","cod, Pacific (gray)","D","POT",0,81.03,"Pacific cod","51"
"3844",2007,"PCOD","Pacific Cod","cod, Pacific (gray)","D","PTR",0,11.756,"Pacific cod","51"
"3845",2007,"PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,11226.269,"Pacific cod","51"
"3846",2007,"PCOD","Pacific Cod","cod, Pacific (gray)","R","JIG",0,724.725,"Pacific cod","51"
"3847",2007,"PCOD","Pacific Cod","cod, Pacific (gray)","R","NPT",0,13257.462,"Pacific cod","51"
"3848",2007,"PCOD","Pacific Cod","cod, Pacific (gray)","R","POT",0,24799.375,"Pacific cod","51"
"3849",2007,"PCOD","Pacific Cod","cod, Pacific (gray)","R","PTR",0,392.456,"Pacific cod","51"
"3870",2007,"PLCK","Pollock","pollock, walleye","D","HAL",0,9.688,"Walleye pollock","53"
"3872",2007,"PLCK","Pollock","pollock, walleye","D","NPT",0,666.289,"Walleye pollock","53"
"3873",2007,"PLCK","Pollock","pollock, walleye","D","POT",0,3.978,"Walleye pollock","53"
"3874",2007,"PLCK","Pollock","pollock, walleye","D","PTR",0,798.233,"Walleye pollock","53"
"3875",2007,"PLCK","Pollock","pollock, walleye","R","HAL",0,168.257,"Walleye pollock","53"
"3876",2007,"PLCK","Pollock","pollock, walleye","R","JIG",0,9.309,"Walleye pollock","53"
"3877",2007,"PLCK","Pollock","pollock, walleye","R","NPT",0,1796.22,"Walleye pollock","53"
"3878",2007,"PLCK","Pollock","pollock, walleye","R","POT",0,15.132,"Walleye pollock","53"
"3879",2007,"PLCK","Pollock","pollock, walleye","R","PTR",0,48105.201,"Walleye pollock","53"
"3880",2007,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","HAL",0,33.568,"Pacific ocean perch","43"
"3881",2007,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","NPT",0,325.629,"Pacific ocean perch","43"
"3882",2007,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","POT",0,0.193,"Pacific ocean perch","43"
"3883",2007,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","PTR",0,39.225,"Pacific ocean perch","43"
"3884",2007,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","HAL",0,0.31,"Pacific ocean perch","43"
"3885",2007,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","NPT",0,8966.458,"Pacific ocean perch","43"
"3886",2007,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","PTR",0,2347.434,"Pacific ocean perch","43"
"3958",2007,"SABL","Sablefish","sablefish (blackcod)","D","HAL",0,120.315,"Sablefish","49"
"3959",2007,"SABL","Sablefish","sablefish (blackcod)","D","NPT",0,167.619,"Sablefish","49"
"3960",2007,"SABL","Sablefish","sablefish (blackcod)","D","POT",0,124.818,"Sablefish","49"
"3961",2007,"SABL","Sablefish","sablefish (blackcod)","D","PTR",0,0.033,"Sablefish","49"
"3962",2007,"SABL","Sablefish","sablefish (blackcod)","R","HAL",0,6832.127,"Sablefish","49"
"3964",2007,"SABL","Sablefish","sablefish (blackcod)","R","NPT",0,800.054,"Sablefish","49"
"3966",2007,"SABL","Sablefish","sablefish (blackcod)","R","PTR",0,59.533,"Sablefish","49"
"4024",2008,"AMCK","Atka Mackerel","greenling, atka mackerel","D","HAL",0,3.391,"Atka mackerel","57"
"4025",2008,"AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,1300.439,"Atka mackerel","57"
"4026",2008,"AMCK","Atka Mackerel","greenling, atka mackerel","D","POT",0,21.809,"Atka mackerel","57"
"4028",2008,"AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,785.812,"Atka mackerel","57"
"4030",2008,"AMCK","Atka Mackerel","greenling, atka mackerel","R","PTR",0,0.109,"Atka mackerel","57"
"4031",2008,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,502.548,"Arrowtooth flounder","35"
"4032",2008,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,8141.446,"Arrowtooth flounder","35"
"4033",2008,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","POT",0,3.524,"Arrowtooth flounder","35"
"4034",2008,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","PTR",0,50.133,"Arrowtooth flounder","35"
"4035",2008,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","HAL",0,53.725,"Arrowtooth flounder","35"
"4037",2008,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,19480.001,"Arrowtooth flounder","35"
"4039",2008,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","PTR",0,974.563,"Arrowtooth flounder","35"
"4057",2008,"FSOL","Flathead Sole","sole, flathead","D","HAL",0,4.131,"Flathead sole","39"
"4058",2008,"FSOL","Flathead Sole","sole, flathead","D","NPT",0,216.28,"Flathead sole","39"
"4059",2008,"FSOL","Flathead Sole","sole, flathead","D","PTR",0,1.714,"Flathead sole","39"
"4060",2008,"FSOL","Flathead Sole","sole, flathead","R","HAL",0,0.956,"Flathead sole","39"
"4061",2008,"FSOL","Flathead Sole","sole, flathead","R","NPT",0,2829.332,"Flathead sole","39"
"4063",2008,"FSOL","Flathead Sole","sole, flathead","R","PTR",0,252.487,"Flathead sole","39"
"4122",2008,"PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,297.559,"Pacific cod","51"
"4124",2008,"PCOD","Pacific Cod","cod, Pacific (gray)","D","NPT",0,2980.909,"Pacific cod","51"
"4125",2008,"PCOD","Pacific Cod","cod, Pacific (gray)","D","POT",0,17.38,"Pacific cod","51"
"4126",2008,"PCOD","Pacific Cod","cod, Pacific (gray)","D","PTR",0,0.851,"Pacific cod","51"
"4127",2008,"PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,11501.718,"Pacific cod","51"
"4128",2008,"PCOD","Pacific Cod","cod, Pacific (gray)","R","JIG",0,1626.568,"Pacific cod","51"
"4129",2008,"PCOD","Pacific Cod","cod, Pacific (gray)","R","NPT",0,16932.708,"Pacific cod","51"
"4130",2008,"PCOD","Pacific Cod","cod, Pacific (gray)","R","POT",0,24649.775,"Pacific cod","51"
"4131",2008,"PCOD","Pacific Cod","cod, Pacific (gray)","R","PTR",0,378.916,"Pacific cod","51"
"4151",2008,"PLCK","Pollock","pollock, walleye","D","HAL",0,58.678,"Walleye pollock","53"
"4152",2008,"PLCK","Pollock","pollock, walleye","D","NPT",0,2926.159,"Walleye pollock","53"
"4153",2008,"PLCK","Pollock","pollock, walleye","D","POT",0,2.92,"Walleye pollock","53"
"4154",2008,"PLCK","Pollock","pollock, walleye","D","PTR",0,671.464,"Walleye pollock","53"
"4155",2008,"PLCK","Pollock","pollock, walleye","R","HAL",0,137.433,"Walleye pollock","53"
"4156",2008,"PLCK","Pollock","pollock, walleye","R","JIG",0,1.707,"Walleye pollock","53"
"4157",2008,"PLCK","Pollock","pollock, walleye","R","NPT",0,4281.865,"Walleye pollock","53"
"4158",2008,"PLCK","Pollock","pollock, walleye","R","POT",0,11.642,"Walleye pollock","53"
"4159",2008,"PLCK","Pollock","pollock, walleye","R","PTR",0,42694.338,"Walleye pollock","53"
"4160",2008,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","HAL",0,0.079,"Pacific ocean perch","43"
"4161",2008,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","NPT",0,511.4,"Pacific ocean perch","43"
"4162",2008,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","POT",0,0.18,"Pacific ocean perch","43"
"4163",2008,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","PTR",0,0.941,"Pacific ocean perch","43"
"4165",2008,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","NPT",0,8015.723,"Pacific ocean perch","43"
"4167",2008,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","PTR",0,2832.437,"Pacific ocean perch","43"
"4249",2008,"SABL","Sablefish","sablefish (blackcod)","D","HAL",0,504.818,"Sablefish","49"
"4250",2008,"SABL","Sablefish","sablefish (blackcod)","D","NPT",0,32.543,"Sablefish","49"
"4251",2008,"SABL","Sablefish","sablefish (blackcod)","D","POT",0,8.739,"Sablefish","49"
"4253",2008,"SABL","Sablefish","sablefish (blackcod)","R","HAL",0,5887.198,"Sablefish","49"
"4254",2008,"SABL","Sablefish","sablefish (blackcod)","R","NPT",0,734.259,"Sablefish","49"
"4256",2008,"SABL","Sablefish","sablefish (blackcod)","R","PTR",0,6.735,"Sablefish","49"
"4316",2009,"AMCK","Atka Mackerel","greenling, atka mackerel","D","HAL",0,1.423,"Atka mackerel","57"
"4317",2009,"AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,899.415,"Atka mackerel","57"
"4318",2009,"AMCK","Atka Mackerel","greenling, atka mackerel","D","POT",0,20.123,"Atka mackerel","57"
"4319",2009,"AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,1302.488,"Atka mackerel","57"
"4320",2009,"AMCK","Atka Mackerel","greenling, atka mackerel","R","POT",0,0.03,"Atka mackerel","57"
"4321",2009,"AMCK","Atka Mackerel","greenling, atka mackerel","R","PTR",0,0.042,"Atka mackerel","57"
"4322",2009,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,180.426,"Arrowtooth flounder","35"
"4323",2009,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,11807.767,"Arrowtooth flounder","35"
"4324",2009,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","POT",0,3.506,"Arrowtooth flounder","35"
"4325",2009,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","PTR",0,5.126,"Arrowtooth flounder","35"
"4326",2009,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","HAL",0,31.287,"Arrowtooth flounder","35"
"4327",2009,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,12364.801,"Arrowtooth flounder","35"
"4329",2009,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","PTR",0,438.829,"Arrowtooth flounder","35"
"4347",2009,"FSOL","Flathead Sole","sole, flathead","D","HAL",0,1.867,"Flathead sole","39"
"4348",2009,"FSOL","Flathead Sole","sole, flathead","D","NPT",0,77.317,"Flathead sole","39"
"4350",2009,"FSOL","Flathead Sole","sole, flathead","R","HAL",0,0.025,"Flathead sole","39"
"4351",2009,"FSOL","Flathead Sole","sole, flathead","R","NPT",0,3399.893,"Flathead sole","39"
"4353",2009,"FSOL","Flathead Sole","sole, flathead","R","PTR",0,144.805,"Flathead sole","39"
"4411",2009,"PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,636.755,"Pacific cod","51"
"4412",2009,"PCOD","Pacific Cod","cod, Pacific (gray)","D","NPT",0,2959.688,"Pacific cod","51"
"4413",2009,"PCOD","Pacific Cod","cod, Pacific (gray)","D","POT",0,118.688,"Pacific cod","51"
"4414",2009,"PCOD","Pacific Cod","cod, Pacific (gray)","D","PTR",0,1.355,"Pacific cod","51"
"4415",2009,"PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,12630.566,"Pacific cod","51"
"4416",2009,"PCOD","Pacific Cod","cod, Pacific (gray)","R","JIG",0,2705.936,"Pacific cod","51"
"4417",2009,"PCOD","Pacific Cod","cod, Pacific (gray)","R","NPT",0,10644.942,"Pacific cod","51"
"4418",2009,"PCOD","Pacific Cod","cod, Pacific (gray)","R","POT",0,21728.343,"Pacific cod","51"
"4419",2009,"PCOD","Pacific Cod","cod, Pacific (gray)","R","PTR",0,362.707,"Pacific cod","51"
"4438",2009,"PLCK","Pollock","pollock, walleye","D","HAL",0,6.383,"Walleye pollock","53"
"4439",2009,"PLCK","Pollock","pollock, walleye","D","NPT",0,1984.398,"Walleye pollock","53"
"4440",2009,"PLCK","Pollock","pollock, walleye","D","POT",0,2.139,"Walleye pollock","53"
"4441",2009,"PLCK","Pollock","pollock, walleye","D","PTR",0,528.853,"Walleye pollock","53"
"4442",2009,"PLCK","Pollock","pollock, walleye","R","HAL",0,150.56,"Walleye pollock","53"
"4443",2009,"PLCK","Pollock","pollock, walleye","R","JIG",0,9.716,"Walleye pollock","53"
"4444",2009,"PLCK","Pollock","pollock, walleye","R","NPT",0,3764.93,"Walleye pollock","53"
"4445",2009,"PLCK","Pollock","pollock, walleye","R","POT",0,7.815,"Walleye pollock","53"
"4446",2009,"PLCK","Pollock","pollock, walleye","R","PTR",0,35094.709,"Walleye pollock","53"
"4447",2009,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","HAL",0,2.2,"Pacific ocean perch","43"
"4448",2009,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","NPT",0,842.454,"Pacific ocean perch","43"
"4449",2009,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","PTR",0,0.283,"Pacific ocean perch","43"
"4451",2009,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","NPT",0,9016.413,"Pacific ocean perch","43"
"4453",2009,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","PTR",0,1976.712,"Pacific ocean perch","43"
"4524",2009,"SABL","Sablefish","sablefish (blackcod)","D","HAL",0,407.431,"Sablefish","49"
"4525",2009,"SABL","Sablefish","sablefish (blackcod)","D","NPT",0,46.899,"Sablefish","49"
"4527",2009,"SABL","Sablefish","sablefish (blackcod)","R","HAL",0,5221.561,"Sablefish","49"
"4528",2009,"SABL","Sablefish","sablefish (blackcod)","R","NPT",0,713.933,"Sablefish","49"
"4529",2009,"SABL","Sablefish","sablefish (blackcod)","R","PTR",0,0.065,"Sablefish","49"
